isbn10,isbn13,title,author,rank,weeks_on_list,amazon_url,listname,description,listpublisheddate
0316037915,9780316037914,TICK TOCK,James Patterson and Michael Ledwidge,1,1,http://www.amazon.com/Tick-Tock-Michael-Bennett-Book-ebook/dp/B0047Y16MG?tag=NYTBS-20,combined-print-and-e-book-fiction,The New York detective Michael Bennett enlists the help of a former colleague to solve a rash of horrifying crimes that are throwing the city into chaos.,2011-02-13
0307272117,9780307272119,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,2,1,http://www.amazon.com/Girl-Dragon-Tattoo-Stieg-Larsson/dp/0307269752?tag=NYTBS-20,combined-print-and-e-book-fiction,A hacker and a journalist investigate the disappearance of a Swedish heiress 40 years earlier; the first volume in the Millennium trilogy.,2011-02-13
0307272303,9780307272300,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,3,1,http://www.amazon.com/Girl-Played-Fire-Millennium-Trilogy/dp/0307476154?tag=NYTBS-20,combined-print-and-e-book-fiction,"In the second volume of the Millennium trilogy, a Swedish hacker becomes a murder suspect.",2011-02-13
0307593673,9780307593672,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson,4,1,http://www.amazon.com/Girl-Kicked-Hornets-Millennium-Trilogy/dp/030726999X?tag=NYTBS-20,combined-print-and-e-book-fiction,"The third volume of the Millennium trilogy, about a Swedish hacker and a journalist.",2011-02-13
1565125851,9781565125858,WATER FOR ELEPHANTS,Sara Gruen,5,1,http://www.amazon.com/Water-Elephants-Sara-Gruen/dp/1616200715?tag=NYTBS-20,combined-print-and-e-book-fiction,"After his parents die in a car accident, young veterinary student — and an elephant — save a Depression-era circus.",2011-02-13
0385534132,9780385534130,THE CONFESSION,John Grisham,6,1,http://www.amazon.com/The-Confession-Novel-John-Grisham/dp/0385528043?tag=NYTBS-20,combined-print-and-e-book-fiction,"A criminal wants to save an innocent man on death row, but he must convince the authorities he’s telling the truth.",2011-02-13
030727134X,9780307271341,CUTTING FOR STONE,Abraham Verghese,7,1,http://www.amazon.com/Cutting-Stone-novel-Abraham-Verghese/dp/0375414495?tag=NYTBS-20,combined-print-and-e-book-fiction,"Twin brothers, conjoined at birth and then separated, grow up amid the political turmoil of Ethiopia.",2011-02-13
0778329259,9780778329251,MARRYING DAISY BELLAMY,Susan Wiggs,8,1,http://www.amazon.com/Marrying-Daisy-Bellamy-Lakeshore-Chronicles/dp/0778329259?tag=NYTBS-20,combined-print-and-e-book-fiction,"A woman struggles for years to choose between two men. And then, one fateful day, the decision is made for her.",2011-02-13
1440697663,9781440697661,THE HELP,Kathryn Stockett,9,1,http://www.amazon.com/The-Help-Kathryn-Stockett/dp/0425232204?tag=NYTBS-20,combined-print-and-e-book-fiction,A young white woman and two black maids in 1960s Mississippi.,2011-02-13
0446577898,9780446577892,THE INNER CIRCLE,Brad Meltzer,10,1,http://www.amazon.com/The-Inner-Circle-Brad-Meltzer-ebook/dp/B0047Y174I?tag=NYTBS-20,combined-print-and-e-book-fiction,An archivist discovers a book that once belonged to George Washington and conceals a deadly secret.,2011-02-13
None,9781101486108,STRATEGIC MOVES,Stuart Woods,11,1,http://www.amazon.com/Strategic-Moves-Stone-Barrington-Book/dp/0399157115?tag=NYTBS-20,combined-print-and-e-book-fiction,"In the 19th Stone Barrington novel, the New York lawyer works with the C.I.A. to transport a fugitive.",2011-02-13
0778329313,9780778329312,WILD MAN CREEK,Ron Carr,12,1,http://www.amazon.com/Wild-Creek-Virgin-River-Book/dp/0778329313?tag=NYTBS-20,combined-print-and-e-book-fiction,"In Virgin River, a former Army pilot recuperating from a helicopter crash is drawn to a corporate executive searching for a simpler life.",2011-02-13
None,9781101476543,DEAD OR ALIVE,Tom Clancy with Grant Blackwood,13,1,http://www.amazon.com/Dead-Alive-Tom-Clancy/dp/0399157239?tag=NYTBS-20,combined-print-and-e-book-fiction,Familiar Clancy characters appear as an intelligence group tracks a vicious terrorist called the Emir.,2011-02-13
044033974X,9780440339748,SHADOWFEVER,Karen Marie Moning,14,1,http://www.amazon.com/Shadowfever-Karen-Marie-Moning/dp/0385341679?tag=NYTBS-20,combined-print-and-e-book-fiction,"Hunting for her sister’s murderer, MacKayla Lane is caught up in the struggle between humans and the Fae.",2011-02-13
0316129119,9780316129114,ROOM,Emma Donoghue,15,1,http://www.amazon.com/Room-A-Novel-Emma-Donoghue/dp/0316098329?tag=NYTBS-20,combined-print-and-e-book-fiction,The entire world of the 5-year-old boy who narrates this novel is the 11-by-11-foot room in which his mother is being held prisoner.,2011-02-13
0553907530,9780553907537,WHAT THE NIGHT KNOWS,Dean Koontz,16,0,http://www.amazon.com/What-Night-Knows-A-Novel/dp/0553807722?tag=NYTBS-20,combined-print-and-e-book-fiction,Someone is murdering entire families — recreating in detail a crime spree that took place two decades earlier — and a homicide detective is certain that his own family will be targets.,2011-02-13
159020459X,9781590204597,TRUE GRIT,Charles Portis,17,0,http://www.amazon.com/True-Grit-Novel-Charles-Portis-ebook/dp/B004I8V0Q8?tag=NYTBS-20,combined-print-and-e-book-fiction,A 14-year-old Arkansas girl hires a “one-eyed fat man” to hunt down her father’s killer; first published in 1968.,2011-02-13
None,9781101476925,ARCHANGEL’S CONSORT,Nalini Singh,18,0,http://www.amazon.com/Archangels-Consort-Guild-Hunter-Nalini/dp/0425240134?tag=NYTBS-20,combined-print-and-e-book-fiction,"The vampire hunter Elena Deveraux and her lover, the archangel Raphael, return to New York to face an uncompromising new evil.",2011-02-13
0316122254,9780316122252,CROSS FIRE,James Patterson,19,0,http://www.amazon.com/I-Alex-Cross-James-Patterson-ebook/dp/B002LZSY46?tag=NYTBS-20,combined-print-and-e-book-fiction,"Tracking the murderer of a relative, Alex Cross discovers a wild Washington scene with explosive secrets.",2011-02-13
None,9781101486092,THE SENTRY,Robert Crais,20,0,http://www.amazon.com/The-Sentry-Joe-Pike-Novels/dp/0399157077?tag=NYTBS-20,combined-print-and-e-book-fiction,The former cop Joe Pike finds that a pair of Katrina refugees he helps aren’t all they seem.,2011-02-13
0316129186,9780316129183,TICK TOCK,James Patterson and Michael Ledwidge,1,2,http://www.amazon.com/Tick-Tock-Michael-Bennett-Book-ebook/dp/B0047Y16MG?tag=NYTBS-20,combined-print-and-e-book-fiction,The New York detective Michael Bennett enlists the help of a former colleague to solve a rash of horrifying crimes that are throwing the city into chaos.,2011-02-20
0307272117,9780307272119,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,2,2,http://www.amazon.com/Girl-Dragon-Tattoo-Stieg-Larsson/dp/0307269752?tag=NYTBS-20,combined-print-and-e-book-fiction,A hacker and a journalist investigate the disappearance of a Swedish heiress 40 years earlier; the first volume in the Millennium trilogy.,2011-02-20
0307272303,9780307272300,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,3,2,http://www.amazon.com/Girl-Played-Fire-Millennium-Trilogy/dp/0307476154?tag=NYTBS-20,combined-print-and-e-book-fiction,"In the second volume of the Millennium trilogy, a Swedish hacker becomes a murder suspect.",2011-02-20
0307593673,9780307593672,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson,4,2,http://www.amazon.com/Girl-Kicked-Hornets-Millennium-Trilogy/dp/030726999X?tag=NYTBS-20,combined-print-and-e-book-fiction,"The third volume of the Millennium trilogy, about a Swedish hacker and a journalist.",2011-02-20
1565125851,9781565125858,WATER FOR ELEPHANTS,Sara Gruen,5,2,http://www.amazon.com/Water-Elephants-Sara-Gruen/dp/1616200715?tag=NYTBS-20,combined-print-and-e-book-fiction,"After his parents die in a car accident, young veterinary student — and an elephant — save a Depression-era circus.",2011-02-20
030727134X,9780307271341,CUTTING FOR STONE,Abraham Verghese,6,2,http://www.amazon.com/Cutting-Stone-novel-Abraham-Verghese/dp/0375414495?tag=NYTBS-20,combined-print-and-e-book-fiction,"Twin brothers, conjoined at birth and then separated, grow up amid the political turmoil of Ethiopia.",2011-02-20
1440697663,9781440697661,THE HELP,Kathryn Stockett,7,2,http://www.amazon.com/The-Help-Kathryn-Stockett/dp/0425232204?tag=NYTBS-20,combined-print-and-e-book-fiction,A young white woman and two black maids in 1960s Mississippi.,2011-02-20
0385534132,9780385534130,THE CONFESSION,John Grisham,8,2,http://www.amazon.com/The-Confession-Novel-John-Grisham/dp/0385528043?tag=NYTBS-20,combined-print-and-e-book-fiction,"A criminal wants to save an innocent man on death row, but he must convince the authorities he’s telling the truth.",2011-02-20
0778329259,9780778329251,MARRYING DAISY BELLAMY,Susan Wiggs,9,2,http://www.amazon.com/Marrying-Daisy-Bellamy-Lakeshore-Chronicles/dp/0778329259?tag=NYTBS-20,combined-print-and-e-book-fiction,"A woman struggles for years to choose between two men. And then, one fateful day, the decision is made for her.",2011-02-20
0446582638,9780446582636,THE INNER CIRCLE,Brad Meltzer,10,2,http://www.amazon.com/The-Inner-Circle-Brad-Meltzer-ebook/dp/B0047Y174I?tag=NYTBS-20,combined-print-and-e-book-fiction,An archivist discovers a book that once belonged to George Washington and conceals a deadly secret.,2011-02-20
None,9781101476543,DEAD OR ALIVE,Tom Clancy with Grant Blackwood,11,2,http://www.amazon.com/Dead-Alive-Tom-Clancy/dp/0399157239?tag=NYTBS-20,combined-print-and-e-book-fiction,Familiar Clancy characters appear as an intelligence group tracks a vicious terrorist called the Emir.,2011-02-20
None,9781101486108,STRATEGIC MOVES,Stuart Woods,12,2,http://www.amazon.com/Strategic-Moves-Stone-Barrington-Book/dp/0399157115?tag=NYTBS-20,combined-print-and-e-book-fiction,"In the 19th Stone Barrington novel, the New York lawyer works with the C.I.A. to transport a fugitive.",2011-02-20
0316129119,9780316129114,ROOM,Emma Donoghue,13,2,http://www.amazon.com/Room-A-Novel-Emma-Donoghue/dp/0316098329?tag=NYTBS-20,combined-print-and-e-book-fiction,The entire world of the 5-year-old boy who narrates this novel is the 11-by-11-foot room in which his mother is being held prisoner.,2011-02-20
141656389X,9781416563891,FATAL ERROR,JA Jance,14,1,http://www.amazon.com/Fatal-Error-Novel-J-A-Jance/dp/1416566376?tag=NYTBS-20,combined-print-and-e-book-fiction,"After the murder of a cyber-sociopath, Ali Reynolds is drawn into a web of online intrigue.",2011-02-20
0778329313,9780778329312,WILD MAN CREEK,Ron Carr,15,2,http://www.amazon.com/Wild-Creek-Virgin-River-Book/dp/0778329313?tag=NYTBS-20,combined-print-and-e-book-fiction,"In Virgin River, a former Army pilot recuperating from a helicopter crash is drawn to a corporate executive searching for a simpler life.",2011-02-20
1429960639,9781429960632,TOWERS OF MIDNIGHT,Robert Jordan and Brandon Sanderson,16,0,http://www.amazon.com/Towers-Midnight-Wheel-Time-Thirteen/dp/0765325942?tag=NYTBS-20,combined-print-and-e-book-fiction,"The sun has begun to set upon the Third Age, and Perrin Aybara is hunted by specters from his past: Whitecloaks, a slayer of wolves, and the responsibilities of leadership; Book 13 of the Wheel of Time fantasy series.",2011-02-20
0553907530,9780553907537,WHAT THE NIGHT KNOWS,Dean Koontz,17,0,http://www.amazon.com/What-Night-Knows-A-Novel/dp/0553807722?tag=NYTBS-20,combined-print-and-e-book-fiction,Someone is murdering entire families — recreating in detail a crime spree that took place two decades earlier — and a homicide detective is certain that his own family will be targets.,2011-02-20
159020459X,9781590204597,TRUE GRIT,Charles Portis,18,0,http://www.amazon.com/True-Grit-Novel-Charles-Portis-ebook/dp/B004I8V0Q8?tag=NYTBS-20,combined-print-and-e-book-fiction,A 14-year-old Arkansas girl hires a “one-eyed fat man” to hunt down her father’s killer; first published in 1968.,2011-02-20
1416589643,9781416589648,LITTLE BEE,Chris Cleave,19,0,http://www.amazon.com/Little-Bee-Novel-Chris-Cleave/dp/1416589635?tag=NYTBS-20,combined-print-and-e-book-fiction,The lives of two women collide: a Nigerian refugee and an English magazine editor to whose home the refugee escapes after fleeing an immigration detention center.,2011-02-20
044033974X,9780440339748,SHADOWFEVER,Karen Marie Moning,20,0,http://www.amazon.com/Shadowfever-Karen-Marie-Moning/dp/0385341679?tag=NYTBS-20,combined-print-and-e-book-fiction,"Hunting for her sister’s murderer, MacKayla Lane is caught up in the struggle between humans and the Fae.",2011-02-20
0316129186,9780316129183,TICK TOCK,James Patterson and Michael Ledwidge,1,3,http://www.amazon.com/Tick-Tock-Michael-Bennett-Book-ebook/dp/B0047Y16MG?tag=NYTBS-20,combined-print-and-e-book-fiction,The New York detective Michael Bennett enlists the help of a former colleague to solve a rash of horrifying crimes that are throwing the city into chaos.,2011-02-27
0553901133,9780553901139,ALONE,Lisa Gardner,2,1,http://www.amazon.com/Alone-Detective-D-Warren-Novel-ebook/dp/B000FC2PKG?tag=NYTBS-20,combined-print-and-e-book-fiction,A woman who survived a horrible childhood abduction may have tricked the Massachusetts police sniper Bobby Dodge into killing her husband.,2011-02-27
0307272117,9780307272119,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,3,3,http://www.amazon.com/Girl-Dragon-Tattoo-Stieg-Larsson/dp/0307269752?tag=NYTBS-20,combined-print-and-e-book-fiction,A hacker and a journalist investigate the disappearance of a Swedish heiress 40 years earlier; the first volume in the Millennium trilogy.,2011-02-27
None,9781101475690,A DISCOVERY OF WITCHES,Deborah Harkness,4,1,http://www.amazon.com/Discovery-Witches-Novel-Souls-Trilogy/dp/0143119680?tag=NYTBS-20,combined-print-and-e-book-fiction,The recovery of a lost ancient manuscript in a library at Oxford sets a fantastical underworld stirring.,2011-02-27
0307593673,9780307593672,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson,5,3,http://www.amazon.com/Girl-Kicked-Hornets-Millennium-Trilogy/dp/030726999X?tag=NYTBS-20,combined-print-and-e-book-fiction,"The third volume of the Millennium trilogy, about a Swedish hacker and a journalist.",2011-02-27
0307272303,9780307272300,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,6,3,http://www.amazon.com/Girl-Played-Fire-Millennium-Trilogy/dp/0307476154?tag=NYTBS-20,combined-print-and-e-book-fiction,"In the second volume of the Millennium trilogy, a Swedish hacker becomes a murder suspect.",2011-02-27
1565125851,9781565125858,WATER FOR ELEPHANTS,Sara Gruen,7,3,http://www.amazon.com/Water-Elephants-Sara-Gruen/dp/1616200715?tag=NYTBS-20,combined-print-and-e-book-fiction,"After his parents die in a car accident, young veterinary student — and an elephant — save a Depression-era circus.",2011-02-27
030727134X,9780307271341,CUTTING FOR STONE,Abraham Verghese,8,3,http://www.amazon.com/Cutting-Stone-novel-Abraham-Verghese/dp/0375414495?tag=NYTBS-20,combined-print-and-e-book-fiction,"Twin brothers, conjoined at birth and then separated, grow up amid the political turmoil of Ethiopia.",2011-02-27
1440697663,9781440697661,THE HELP,Kathryn Stockett,9,3,http://www.amazon.com/The-Help-Kathryn-Stockett/dp/0425232204?tag=NYTBS-20,combined-print-and-e-book-fiction,A young white woman and two black maids in 1960s Mississippi.,2011-02-27
0385534132,9780385534130,THE CONFESSION,John Grisham,10,3,http://www.amazon.com/The-Confession-Novel-John-Grisham/dp/0385528043?tag=NYTBS-20,combined-print-and-e-book-fiction,"A criminal wants to save an innocent man on death row, but he must convince the authorities he’s telling the truth.",2011-02-27
None,9781101476543,DEAD OR ALIVE,Tom Clancy with Grant Blackwood,11,3,http://www.amazon.com/Dead-Alive-Tom-Clancy/dp/0399157239?tag=NYTBS-20,combined-print-and-e-book-fiction,Familiar Clancy characters appear as an intelligence group tracks a vicious terrorist called the Emir.,2011-02-27
0316129119,9780316129114,ROOM,Emma Donoghue,12,3,http://www.amazon.com/Room-A-Novel-Emma-Donoghue/dp/0316098329?tag=NYTBS-20,combined-print-and-e-book-fiction,The entire world of the 5-year-old boy who narrates this novel is the 11-by-11-foot room in which his mother is being held prisoner.,2011-02-27
1426884265,9781426884269,MARRYING DAISY BELLAMY,Susan Wiggs,13,3,http://www.amazon.com/Marrying-Daisy-Bellamy-Lakeshore-Chronicles/dp/0778329259?tag=NYTBS-20,combined-print-and-e-book-fiction,"A woman struggles for years to choose between two men. And then, one fateful day, the decision is made for her.",2011-02-27
None,9781101475713,THE SECRET SOLDIER,Alex Berenson,14,1,http://www.amazon.com/Secret-Soldier-John-Wells-Novel/dp/0399157085?tag=NYTBS-20,combined-print-and-e-book-fiction,"When the king of Saudi Arabia is threatened, the former C.I.A. operative John Wells goes undercover to help.",2011-02-27
None,9781101486108,STRATEGIC MOVES,Stuart Woods,15,3,http://www.amazon.com/Strategic-Moves-Stone-Barrington-Book/dp/0399157115?tag=NYTBS-20,combined-print-and-e-book-fiction,"In the 19th Stone Barrington novel, the New York lawyer works with the C.I.A. to transport a fugitive.",2011-02-27
0446582638,9780446582636,THE INNER CIRCLE,Brad Meltzer,16,0,http://www.amazon.com/The-Inner-Circle-Brad-Meltzer-ebook/dp/B0047Y174I?tag=NYTBS-20,combined-print-and-e-book-fiction,An archivist discovers a book that once belonged to George Washington and conceals a deadly secret.,2011-02-27
1416589643,9781416589648,LITTLE BEE,Chris Cleave,17,0,http://www.amazon.com/Little-Bee-Novel-Chris-Cleave/dp/1416589635?tag=NYTBS-20,combined-print-and-e-book-fiction,The lives of two women collide: a Nigerian refugee and an English magazine editor to whose home the refugee escapes after fleeing an immigration detention center.,2011-02-27
0553900862,9780553900866,THE PERFECT HUSBAND,Lisa Gardner,18,0,http://www.amazon.com/The-Perfect-Husband-Profiler-Novel-ebook/dp/B000FC29HK?tag=NYTBS-20,combined-print-and-e-book-fiction,A woman is determined to protect her daughter against the murderer she married.,2011-02-27
0312663153,9780312663155,WINTER GARDEN,Kristin Hannah,19,0,http://www.amazon.com/Winter-Garden-Kristin-Hannah/dp/0312364121?tag=NYTBS-20,combined-print-and-e-book-fiction,"After their father’s death, two sisters must cooperate to run his apple orchard and care for their difficult mother.",2011-02-27
0553907530,9780553907537,WHAT THE NIGHT KNOWS,Dean Koontz,20,0,http://www.amazon.com/What-Night-Knows-A-Novel/dp/0553807722?tag=NYTBS-20,combined-print-and-e-book-fiction,Someone is murdering entire families — recreating in detail a crime spree that took place two decades earlier — and a homicide detective is certain that his own family will be targets.,2011-02-27
0553901133,9780553901139,ALONE,Lisa Gardner,1,2,http://www.amazon.com/Alone-Detective-D-Warren-Novel-ebook/dp/B000FC2PKG?tag=NYTBS-20,combined-print-and-e-book-fiction,A woman who survived a childhood abduction may have tricked the Massachusetts police sniper Bobby Dodge into killing her husband.,2011-03-06
0316129186,9780316129183,TICK TOCK,James Patterson and Michael Ledwidge,2,4,http://www.amazon.com/Tick-Tock-Michael-Bennett-Book-ebook/dp/B0047Y16MG?tag=NYTBS-20,combined-print-and-e-book-fiction,The New York detective Michael Bennett enlists the help of a former colleague to solve a rash of horrifying crimes that are throwing the city into chaos.,2011-03-06
0307272117,9780307272119,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,3,4,http://www.amazon.com/Girl-Dragon-Tattoo-Stieg-Larsson/dp/0307269752?tag=NYTBS-20,combined-print-and-e-book-fiction,A hacker and a journalist investigate the disappearance of a Swedish heiress 40 years earlier; the first volume in the Millennium trilogy.,2011-03-06
1565125851,9781565125858,WATER FOR ELEPHANTS,Sara Gruen,4,4,http://www.amazon.com/Water-Elephants-Sara-Gruen/dp/1616200715?tag=NYTBS-20,combined-print-and-e-book-fiction,"After his parents die in a car accident, young veterinary student — and an elephant — save a Depression-era circus.",2011-03-06
0307272303,9780307272300,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,5,4,http://www.amazon.com/Girl-Played-Fire-Millennium-Trilogy/dp/0307476154?tag=NYTBS-20,combined-print-and-e-book-fiction,"In the second volume of the Millennium trilogy, a Swedish hacker becomes a murder suspect.",2011-03-06
0307593673,9780307593672,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson,6,4,http://www.amazon.com/Girl-Kicked-Hornets-Millennium-Trilogy/dp/030726999X?tag=NYTBS-20,combined-print-and-e-book-fiction,"The third volume of the Millennium trilogy, about a Swedish hacker and a journalist.",2011-03-06
None,9781101475690,A DISCOVERY OF WITCHES,Deborah Harkness,7,2,http://www.amazon.com/Discovery-Witches-Novel-Souls-Trilogy/dp/0143119680?tag=NYTBS-20,combined-print-and-e-book-fiction,The recovery of a lost ancient manuscript in a library at Oxford sets a fantastical underworld stirring.,2011-03-06
1439177015,9781439177013,DREAMS OF A DARK WARRIOR,Kresley Cole,8,1,http://www.amazon.com/Dreams-Dark-Warrior-Immortals-After-ebook/dp/B0047O3A2A?tag=NYTBS-20,combined-print-and-e-book-fiction,"Murdered before he could marry, a Celtic warrior seeks his beloved through eternity.",2011-03-06
030727134X,9780307271341,CUTTING FOR STONE,Abraham Verghese,9,4,http://www.amazon.com/Cutting-Stone-novel-Abraham-Verghese/dp/0375414495?tag=NYTBS-20,combined-print-and-e-book-fiction,"Twin brothers, conjoined at birth and then separated, grow up amid the political turmoil of Ethiopia.",2011-03-06
1440697663,9781440697661,THE HELP,Kathryn Stockett,10,4,http://www.amazon.com/The-Help-Kathryn-Stockett/dp/0425232204?tag=NYTBS-20,combined-print-and-e-book-fiction,A young white woman and two black maids in 1960s Mississippi.,2011-03-06
0385534132,9780385534130,THE CONFESSION,John Grisham,11,4,http://www.amazon.com/The-Confession-Novel-John-Grisham/dp/0385528043?tag=NYTBS-20,combined-print-and-e-book-fiction,"A criminal wants to save an innocent man on death row, but he must convince the authorities he’s telling the truth.",2011-03-06
0979190916,9780979190919,HER LAST LETTER,Nancy C Johnson,12,1,,combined-print-and-e-book-fiction,A victim of a hit-and-run leaves behind a letter that throws her family into turmoil.,2011-03-06
None,9781101476543,DEAD OR ALIVE,Tom Clancy with Grant Blackwood,13,4,http://www.amazon.com/Dead-Alive-Tom-Clancy/dp/0399157239?tag=NYTBS-20,combined-print-and-e-book-fiction,Familiar Clancy characters appear as an intelligence group tracks a vicious terrorist called the Emir.,2011-03-06
0316129119,9780316129114,ROOM,Emma Donoghue,14,4,http://www.amazon.com/Room-A-Novel-Emma-Donoghue/dp/0316098329?tag=NYTBS-20,combined-print-and-e-book-fiction,The entire world of the 5-year-old boy who narrates this novel is the 11-by-11-foot room in which his mother is being held prisoner.,2011-03-06
0345512502,9780345512505,HOTEL ON THE CORNER OF BITTER AND SWEET,Jamie Ford,15,1,http://www.amazon.com/Hotel-Corner-Bitter-Sweet-Novel/dp/0345505336?tag=NYTBS-20,combined-print-and-e-book-fiction,A friendship between a Chinese-American boy and a Japanese-American girl in Seattle during World War II.,2011-03-06
1426884265,9781426884269,MARRYING DAISY BELLAMY,Susan Wiggs,16,0,http://www.amazon.com/Marrying-Daisy-Bellamy-Lakeshore-Chronicles/dp/0778329259?tag=NYTBS-20,combined-print-and-e-book-fiction,"A woman struggles for years to choose between two men, one honorable and steady, one wild and untethered. And then, one fateful day, the decision is made for her.",2011-03-06
1400079144,9781400079148,THE LOST SYMBOL,Dan Brown,17,0,http://www.amazon.com/The-Lost-Symbol-Featuring-Langdon-ebook/dp/B002KQ6BT6?tag=NYTBS-20,combined-print-and-e-book-fiction,The Harvard symbologist Robert Langdon among the Masons.,2011-03-06
0425238695,9780425238691,THE POSTMISTRESS,Sarah Blake,18,0,http://www.amazon.com/The-Postmistress-Sarah-Blake/dp/0399156194?tag=NYTBS-20,combined-print-and-e-book-fiction,"A tale of two worlds and two women delivering the news in 1940: Iris James, a spinster who runs the post office in a coastal Massachusetts town, and Frankie Bard, a reporter in London with Edward R. Murrow.",2011-03-06
1416589643,9781416589648,LITTLE BEE,Chris Cleave,19,0,http://www.amazon.com/Little-Bee-Novel-Chris-Cleave/dp/1416589635?tag=NYTBS-20,combined-print-and-e-book-fiction,The lives of two women collide: a Nigerian refugee and an English magazine editor to whose home the refugee escapes after fleeing an immigration detention center.,2011-03-06
1429994266,9781429994262,A HEARTBEAT AWAY,Michael Palmer,20,0,http://www.amazon.com/A-Heartbeat-Away-Michael-Palmer-ebook/dp/B00457X86M?tag=NYTBS-20,combined-print-and-e-book-fiction,A terrorist group unleashes a deadly virus in the Capitol on the night of the State of the Union address.,2011-03-06
None,9781101475867,TREACHERY IN DEATH,J D Robb,1,1,http://www.amazon.com/Treachery-Death-J-D-Robb/dp/0425242617?tag=NYTBS-20,combined-print-and-e-book-fiction,"Eve Dallas and her partner, Peabody, investigate a grocer’s murder.",2011-03-13
0553901133,9780553901139,ALONE,Lisa Gardner,2,3,http://www.amazon.com/Alone-Detective-D-Warren-Novel-ebook/dp/B000FC2PKG?tag=NYTBS-20,combined-print-and-e-book-fiction,A woman who survived a childhood abduction may have tricked the Massachusetts police sniper Bobby Dodge into killing her husband.,2011-03-13
1565125851,9781565125858,WATER FOR ELEPHANTS,Sara Gruen,3,5,http://www.amazon.com/Water-Elephants-Sara-Gruen/dp/1616200715?tag=NYTBS-20,combined-print-and-e-book-fiction,"After his parents die in a car accident, young veterinary student — and an elephant — save a Depression-era circus.",2011-03-13
0061138061,9780061138065,PALE DEMON,Kim Harrison,4,1,http://www.amazon.com/Pale-Demon-The-Hollows-Book-ebook/dp/B004A9037C?tag=NYTBS-20,combined-print-and-e-book-fiction,The witch Rachel Morgan has three days to clear her name; Book 9 in the Hollows series.,2011-03-13
0307272117,9780307272119,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,5,5,http://www.amazon.com/Girl-Dragon-Tattoo-Stieg-Larsson/dp/0307269752?tag=NYTBS-20,combined-print-and-e-book-fiction,A hacker and a journalist investigate the disappearance of a Swedish heiress 40 years earlier.,2011-03-13
0316129186,9780316129183,TICK TOCK,James Patterson and Michael Ledwidge,6,5,http://www.amazon.com/Tick-Tock-Michael-Bennett-Book-ebook/dp/B0047Y16MG?tag=NYTBS-20,combined-print-and-e-book-fiction,The New York detective Michael Bennett enlists the help of a former colleague to solve a rash of horrifying crimes that are throwing the city into chaos.,2011-03-13
0307272303,9780307272300,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,7,5,http://www.amazon.com/Girl-Played-Fire-Millennium-Trilogy/dp/0307476154?tag=NYTBS-20,combined-print-and-e-book-fiction,"In the second volume of the Millennium trilogy, a Swedish hacker becomes a murder suspect.",2011-03-13
0307593673,9780307593672,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson,8,5,http://www.amazon.com/Girl-Kicked-Hornets-Millennium-Trilogy/dp/030726999X?tag=NYTBS-20,combined-print-and-e-book-fiction,"The third volume of the Millennium trilogy, about a Swedish hacker and a journalist.",2011-03-13
044656432X,9780446564328,GIDEON’S SWORD,Douglas Preston and Lincoln Child,9,1,http://www.amazon.com/Gideons-Sword-Douglas-Preston/dp/0446564311?tag=NYTBS-20,combined-print-and-e-book-fiction,Gideon Crew avenges his father’s death and is sent on a mission by a government contractor.,2011-03-13
None,9781101475690,A DISCOVERY OF WITCHES,Deborah Harkness,10,3,http://www.amazon.com/Discovery-Witches-Novel-Souls-Trilogy/dp/0143119680?tag=NYTBS-20,combined-print-and-e-book-fiction,The recovery of a lost ancient manuscript in a library at Oxford sets a fantastical underworld stirring.,2011-03-13
0062065793,9780062065797,THIS SIDE OF THE GRAVE,Jeaniene Frost,11,1,http://www.amazon.com/This-Side-Grave-Night-Huntress-ebook/dp/B0049B1VQI?tag=NYTBS-20,combined-print-and-e-book-fiction,"Cat Crawfield and her vampire husband, Bones, are forced to seek help from a dangerous “ally.”",2011-03-13
030727134X,9780307271341,CUTTING FOR STONE,Abraham Verghese,12,5,http://www.amazon.com/Cutting-Stone-novel-Abraham-Verghese/dp/0375414495?tag=NYTBS-20,combined-print-and-e-book-fiction,"Twin brothers, conjoined at birth and then separated, grow up amid the political turmoil of Ethiopia.",2011-03-13
